id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built
5702500050,280000,1,0,600,24501,1,600,0,1950
2600000050,690000,3,2.25,2430,8327,1,1430,1000,1978
7856640170,789900,3,2.5,3420,25150,1,1750,1670,1987
5540800130,447500,2,1,1180,5100,1.5,1180,0,1926
7955060010,440000,4,2.25,2010,7575,1,1220,790,1974
7760400470,278000,3,2,1230,7789,1,1230,0,1994
9551202130,980000,5,2.5,2750,6000,1.5,1750,1000,1904
4345000050,245000,3,2.75,1300,14197,1,860,440,1996
7334501440,287000,3,1.5,1150,11475,1,1150,0,1971
1523069215,435000,3,1.75,2220,132858,1,1110,1110,1988
5525400430,585000,3,2.5,2050,11690,2,2050,0,1989
0871001611,616000,4,1.75,1700,5846,1,1700,0,1957
1685200190,203000,3,1.75,1610,9000,1,1100,510,1978
1982200675,860000,4,2.75,2720,3840,2,1790,930,1920
1201500010,833000,4,2.5,2190,12690,1,1170,1020,1973
1822360080,565000,4,2.75,2730,6856,2,2730,0,2003
4113800500,572500,3,2.5,2490,7589,2,2490,0,1991
4299700095,254000,4,2,1510,4235,1,1510,0,1955
3585900500,1.525e+006,4,4.25,4720,21000,3,4720,0,1971
0326069026,900000,4,3,3810,217800,2,3810,0,2003
4070700290,899000,3,2.5,1950,3730,2,1950,0,1996
7625703800,560000,3,2,1300,6000,1,1300,0,1943
0643400130,512500,3,1.75,1610,7200,1,1180,430,1976
2877103070,775000,4,2.5,2040,5000,1.5,1180,860,1924
0421000185,200000,2,1,700,4700,1,700,0,1953
2113700825,172000,3,1,970,4700,1,720,250,1943
0623049093,219900,3,1,910,6000,1,910,0,1956
4348800080,641200,3,1,1060,9123,1,1060,0,1952
3762900010,473000,5,3.25,2180,7200,2,2180,0,1982
3578401700,540000,3,1.75,2050,9580,1,1400,650,1984
1211000280,295000,2,1,750,4500,1,750,0,1945
1324300091,370000,3,1,800,2296,1,800,0,1908
4141800285,1.727e+006,4,2.25,3470,8000,1.5,2360,1110,1906
1524079088,275000,3,1.5,1390,48257,1,1390,0,1922
9320900420,89000,3,1,900,4750,1,900,0,1969
7349800780,175000,2,1.75,1050,9800,1.5,1050,0,1975
1196002948,490000,3,2.5,2410,11900,1,1600,810,1989
5631500213,342400,3,2.25,1180,9630,2,1180,0,1986
3416601045,345000,3,1,1140,4200,2,1140,0,1904
9828701650,399000,2,1,700,3400,1,700,0,1946
6071300500,550000,4,2.5,2060,9719,1,1320,740,1960
6072760670,652450,3,2.25,2230,11835,1,1630,600,1974
9141100255,438000,2,2.25,1950,29347,1,1350,600,1953
2824600290,605000,3,1.75,2100,5058,1,1340,760,1941
2787720170,395000,4,2.5,2130,11733,1,1330,800,1969
9826701735,449950,3,2,1880,3048,2,1880,0,1902
1703050420,651100,4,2.5,2310,5526,2,2310,0,2003
4060000440,241000,3,1,880,6050,1,880,0,1945
2525049148,3.4188e+006,5,5,5450,20412,2,5450,0,2014
8857310010,268500,2,1.5,1290,1749,1,660,630,1969
1823049178,200000,2,1,1010,7200,1,1010,0,1956
4364200250,400375,4,1.75,1690,7680,1,890,800,1946
8682260480,429000,2,1.75,1350,6315,1,1350,0,2005
1250200345,230000,3,1,680,2400,1,680,0,1903
9808590460,1.2e+006,4,2.25,2860,10702,2,2860,0,1982
7818700480,314200,1,1,610,6000,1,610,0,1918
2792000010,513000,4,2.5,2660,8887,1,1880,780,1967
1705400244,535000,2,1,1390,5346,1,960,430,1908
9358002375,420000,6,3,2290,6344,2,2290,0,1980
8944320470,345950,3,2.5,2110,4118,2,2110,0,1989
6372000101,483500,3,2,1200,2016,1,600,600,1931
2877100655,695000,4,2.25,2360,2500,2,1520,840,2001
9378500050,295000,4,2.5,2350,8906,2,2350,0,1993
3790600080,434975,3,2.25,1590,9960,1,1060,530,1976
8944360080,513000,3,2.5,1810,4592,2,1810,0,1992
7979900225,360000,3,1.75,1900,11407,1,1900,0,1963
3163600130,234900,3,1,1250,8000,1,1250,0,1956
4139380050,963000,4,3.5,3280,6603,2,3280,0,2007
2749600095,595000,2,1.5,870,4800,1,870,0,1924
7852160250,942500,4,3.25,3570,14408,2,3570,0,2006
3303980500,1.029e+006,4,3.25,3780,11200,2,3780,0,2002
1250200605,350000,3,1,1190,3600,1.5,1190,0,1904
8887001640,416500,4,2,2280,39848,2,2280,0,1991
2122059127,209900,3,1,1030,60720,1.5,1030,0,1912
5700001045,802000,3,1.75,2870,5000,1.5,1840,1030,1907
7331900290,230000,4,1.5,1520,8800,1,1520,0,1960
7844200415,489000,3,3,3700,10375,2,3700,0,1982
4055700345,497000,3,1.5,2240,28750,1,1620,620,1956
2923049421,250000,3,2.25,1920,7738,1,1520,400,1965
1860600840,925000,3,3,2560,3600,2,2110,450,1994
5095400460,390000,4,2.5,1840,15496,2,1840,0,1991
3819750170,415000,3,2.75,2080,9600,1,2080,0,1988
5021900779,785000,3,2,1600,9638,1,1600,0,1952
4206901155,575000,3,2,2168,4000,1.5,2168,0,1907
6303400290,170000,2,1,860,8636,1,860,0,1924
7871500440,750000,4,1.75,2100,3400,1,1100,1000,1915
6085000130,230000,3,1,1140,9639,1,1140,0,1967
1896700080,855000,4,3,3090,35074,2,3090,0,1978
6197800101,235000,3,1,1330,45738,2,1330,0,1967
7802900380,335000,2,1,1360,69260,1,1360,0,1937
3024059126,1.195e+006,5,3,3420,18129,2,2540,880,1952
7128300630,677000,4,2,2180,6000,1.5,2060,120,1927
7626200305,575000,3,2,1800,5000,2,1600,200,1925
7950300670,450000,2,1,1120,4590,1,1120,0,1924
1233100321,817250,3,2.5,2980,7202,2,2980,0,1999
9238500190,440000,4,2.25,2600,28600,1,1810,790,1968
1972201856,526000,2,2,1550,2400,1.5,1550,0,1900
0624110920,762500,3,2.25,3330,15258,2,3330,0,1986
5003600080,325000,4,2.5,2200,7719,2,2200,0,2000
0853600020,840000,4,3.5,3840,85728,2,3840,0,1998
7625704317,377500,2,1,840,4500,1,840,0,1939
2946000912,212500,3,1.5,1270,7128,1,1270,0,1954
4188000670,749400,4,2.5,3240,20301,2,3240,0,1985
5215200010,663000,3,2.5,2480,37843,1.5,2480,0,1974
2911700020,1.476e+006,3,2.25,4470,22518,2,3240,1230,1953
0185000161,261000,3,1,1780,7800,1,1060,720,1957
2140700190,515000,4,2.5,1850,9248,2,1850,0,1997
9406600050,410000,3,2.25,2200,16921,2,2200,0,1987
2473000470,336000,3,2.25,2760,10160,1,2760,0,1969
5100403952,440000,2,1,1090,4128,1,1090,0,1948
2024059127,908950,4,2.75,3090,6200,2,3090,0,2014
1483300430,554000,2,1,820,3700,1,820,0,1968
0291300170,387000,3,2.25,1445,1606,2,1300,145,2003
9117000170,268643,4,2.25,1810,9240,2,1810,0,1961
0461004095,514000,3,1.75,1620,5000,1,920,700,1954
9547201850,420000,2,1.75,1060,4182,2,1060,0,1977
7942100290,199000,3,1.75,1050,9871,1,1050,0,1968
4336000050,225000,3,1,1010,15701,1,1010,0,1949
2571910420,320000,4,2.5,2050,8424,2,2050,0,1993
8802400896,204995,2,1,970,8185,1,970,0,1904
3630010020,376000,3,2,1540,1827,2,1540,0,2005
6793300010,705000,4,2.75,3000,6222,2,3000,0,2004
7852020250,725995,4,2.5,3190,7869,2,3190,0,2001
2473400290,285000,4,2.5,1870,8190,1,1100,770,1977
3328500250,285000,4,2.5,2200,9397,2,2200,0,1987
0629420080,731000,4,2.5,3070,5936,2,3070,0,2005
2524049215,1.56435e+006,4,3.75,3730,17000,2,2820,910,1986
8663310050,510000,4,2.5,2440,10423,1,2440,0,1955
4083304835,620000,2,1,990,4332,1,990,0,1909
8155800050,1.11e+006,3,4,4160,31796,2,4160,0,1989
4403200255,796000,4,3.5,3670,4960,2,2870,800,2005
5379800500,255000,3,1.5,910,25500,1,910,0,1943
7010700660,807000,3,2.5,1940,4000,2,1940,0,2000
9406540190,315000,4,2.5,1780,6000,2,1780,0,2000
1795920250,637000,3,2.25,2200,7355,2,2200,0,1986
5249800010,2.725e+006,4,4.25,6410,43838,2.5,5610,800,1906
8651510420,490000,3,2,2070,10023,1,1220,850,1981
1422700080,253000,3,1.75,2040,7281,1,1020,1020,1962
5468780250,325900,4,2.5,2320,6270,2,2320,0,2004
3723800415,425000,2,2,1440,6677,1,870,570,1952
1545800290,215000,4,2.5,1700,6675,2,1700,0,1997
1545800290,315000,4,2.5,1700,6675,2,1700,0,1997
2804100095,724800,3,2,2050,3933,1,1180,870,1926
7282300095,295000,2,1,800,6500,1,800,0,1953
0930000289,509007,3,1.75,1800,7620,1,1350,450,1951
2822059181,306000,5,2,1460,169448,1.5,1460,0,1910
1761100080,205000,3,1.75,1290,7210,1,1290,0,1984
2953000250,275000,3,1.5,1900,9737,1,1200,700,1968
3416600185,685000,3,1.75,1480,7000,1,1480,0,1963
0927200380,465000,4,2.5,2090,12833,1,1220,870,1969
7922750020,560000,4,2.25,1950,9800,1,1330,620,1968
0259600050,458500,3,1.75,1250,9605,1,1250,0,1964
3298300420,354000,3,1,990,7590,1,990,0,1959
1310440470,441000,3,2.5,2740,7923,2,2740,0,1998
3438502668,194000,3,1.75,1260,10488,1,1110,150,1952
5591700290,316500,4,2.5,2150,6807,2,2150,0,1991
4172100050,524950,3,1.75,1750,3250,1.5,1230,520,1929
9275700005,1.052e+006,3,2.25,2880,6092,2,1920,960,1983
1089000190,925000,4,2.25,2590,13894,2,2590,0,1975
9523103000,780000,3,1.75,2430,4524,1.5,1830,600,1924
2781270440,241000,2,2,1470,3128,2,1470,0,2005
2105200050,519000,3,2.75,2020,10744,1,1270,750,1954
7625703637,286000,2,1,610,4000,1,610,0,1918
2926049408,400000,3,2,3000,17800,1,1500,1500,1962
3224079005,255000,2,1,920,43560,1,920,0,1923
5147600095,152000,3,1.75,1070,7754,1,1070,0,1953
2413900050,599000,4,2,3410,15143,2,3410,0,1972
3820350050,330000,4,2.5,1820,3905,2,1820,0,2001
8910500675,461000,2,1,1060,7193,1,1060,0,1926
1461200020,620000,5,2.5,3070,34991,2,3070,0,1995
0722079056,352500,4,2.5,2300,219106,1,1840,460,1958
8663370020,435000,3,2,1610,6911,1,1260,350,1988
2568200130,725000,5,2.75,2830,5310,2,2830,0,2006
8947800080,300000,3,1,970,12300,1,970,0,1982
1545803390,252000,3,2.5,1680,8284,2,1680,0,1989
1088030010,464625,4,2.75,2040,8996,1,1260,780,1974
1829700080,340000,3,1,1450,9586,2,1450,0,1950
2125049024,1.325e+006,4,2.25,2870,6280,1.5,1980,890,1905
5706200020,455000,5,2,1870,13970,1,1120,750,1969
2316400285,495000,4,3.5,2490,18042,2,2490,0,2003
7588700080,925000,4,2.5,3350,4501,2,2640,710,2002
7853310380,587000,4,2.75,3190,8737,2,3190,0,2006
6821101870,524000,3,1.75,1560,5520,1,780,780,1944
9551201660,1.03e+006,4,2.5,2750,4800,2,1960,790,1905
3530500010,176000,2,1,920,2332,1,920,0,1980
7387500185,249900,2,1,1140,5500,1,1140,0,1947
1626079132,499500,3,2.5,2520,53143,1.5,2520,0,1988
8854100130,600000,5,3.5,3150,10542,1,1620,1530,1974
2123049142,294000,4,2.5,2040,7800,2,2040,0,2003
3423059109,272000,4,2,1780,19843,1,1780,0,1963
5631500992,390000,3,2.5,2240,10800,2,2240,0,1996
6641800020,700000,4,2.5,3270,9650,1,2320,950,1971
7853301700,635000,5,2.75,3110,6621,2,3110,0,2006
2158900290,920000,4,1.5,1850,3600,2,1660,190,1929
2273600250,500000,3,1.75,1570,8530,1,1190,380,1983
3298700840,263500,2,1,750,4515,1,750,0,1942
5450500010,975000,4,2.25,2240,9990,2,2240,0,1967
3629870020,575000,3,2.5,1870,3485,2,1870,0,2001
8856700130,822000,4,2.5,2683,40386,2,2683,0,1987
6381502155,300000,3,1,1490,7200,1,1490,0,1954
1443550080,487600,4,2.5,2340,12080,2,2340,0,1999
2205700345,500000,4,2,1700,8640,1,850,850,1955
6926700660,680000,2,2,1450,989,3,1450,0,2014
3279050130,419000,3,2.5,3310,21096,2,3310,0,2004
2770606890,450000,4,1.75,1520,5250,1,1520,0,1949
2867100190,650000,5,1.75,1260,4500,1.5,1260,0,1926
8562600190,550000,3,1.75,1840,8086,1,1840,0,1964
5680000545,330000,4,2,1750,5202,1,1070,680,1942
1922059027,282510,4,1,1450,32234,1.5,1450,0,1932
1725059316,2.385e+006,4,4,6330,13296,2,4900,1430,2000
3275300440,230000,2,2,1260,10200,1,1020,240,1983
0952001735,750000,4,1.75,2100,6613,2,2100,0,1909
1402950190,321000,4,2.5,2430,5366,2,2430,0,2002
4045100190,2.196e+006,4,3.25,4250,18000,2,3350,900,1980
1207200010,245000,4,2,1830,10416,1,1370,460,1958
6815100095,510000,2,1,1310,4000,1,1310,0,1913
3825310130,751000,4,3.25,3090,9571,2,2370,720,2004
3276930380,675000,4,2.5,2560,36601,2,2560,0,1987
8937600080,295000,3,1.75,1930,13350,1,1930,0,1967
8024200010,312000,2,1,1460,6000,1,1260,200,1925
0624110020,730000,3,3,3460,13129,2,2560,900,1988
6192410280,762500,5,3.5,3290,5880,2,2670,620,2005
4302201045,150000,3,1,820,7680,1.5,820,0,1910
0507100020,270000,3,1,1480,7374,1,760,720,1954
0259600280,400000,4,2,1420,9301,1,1420,0,1963
7691800130,650000,3,2.5,2790,6720,2,2790,0,2002
2056100275,530000,2,1.5,1390,5000,1,970,420,1954
2202500080,248000,3,1,950,9400,1,950,0,1954
3179102155,760000,4,3.5,3000,5300,1,1780,1220,1949
0937000280,199000,4,1,1280,10521,1.5,1280,0,1960
5379805253,240000,2,1,870,8400,1,870,0,1960
6821102340,415000,3,1.5,1360,1795,2,1360,0,1945
7229900250,228000,3,1,1000,16376,1,1000,0,1959
7287100177,525000,4,2.5,2740,12106,1,1980,760,1992
8820900670,399950,3,1.75,1560,5223,1,810,750,1940
3275850020,781000,4,2.5,2590,8571,2,2590,0,1988
9528100899,827000,3,2.5,1850,1330,2.5,1560,290,2004
7016000440,525000,5,2.25,2500,8621,1.5,2500,0,1968
7202340010,671300,4,2.5,3280,5232,2,3280,0,2004
6911700066,175000,2,1,670,2378,1,670,0,1919
7511000050,1.1e+006,5,2.75,2890,22547,1,2150,740,1963
2925059260,800000,5,2.5,3000,10560,1,1500,1500,1966
3558000170,329950,4,2.5,1920,4600,2,1920,0,2002
8651730290,445000,4,3.25,1960,7200,2,1960,0,1979
9197100263,237000,3,1.75,2000,12208,1,1140,860,1979
8941100095,1.1125e+006,6,4,3600,6224,2,2610,990,1945
2781100080,438900,4,2.5,2740,5700,2,2740,0,2006
9822700190,1.28e+006,9,4.5,3650,5000,2,2530,1120,1915
3630030290,600000,4,2.5,2310,3866,2,2310,0,2005
9510910250,670000,4,2.5,2095,4569,2,2095,0,2002
8682231330,519000,2,2,1560,4823,1,1560,0,2004
2473480780,320000,3,2.25,1880,7350,1,1390,490,1984
8641500280,270000,2,1.5,840,867,2,840,0,2005
7605800050,1e+006,3,2.5,2730,5832,2,2730,0,1998
9828200525,330000,1,1,860,4800,1,860,0,1907
7971300050,657500,3,2,2320,10960,1,1510,810,1956
0126049169,450000,3,1.75,1540,61419,1,1540,0,1967
5062300280,150000,3,1,890,6488,1.5,890,0,1928
7167000020,792500,4,2.5,4290,175421,2,4290,0,2004
3303910010,540000,3,2.5,1950,13227,2,1950,0,1978
2268000050,229900,3,1,1010,8848,1,1010,0,1968
8857640170,533000,4,2.5,2830,6536,2,2830,0,2003
7806210190,239000,4,1.75,1500,12560,1,1000,500,1977
9206700190,713900,3,2.5,3370,167706,1,3370,0,2000
4136930190,427500,4,2.5,3160,8726,2,3160,0,1999
5666300010,302000,3,1,1110,7000,1.5,1110,0,1955
1424059022,1.15e+006,3,2.5,3830,48743,2,3830,0,1991
6204050080,555000,3,2.5,3160,4270,2,2650,510,2006
7128300500,495000,3,2.25,2100,3000,2,2100,0,1996
1233100642,495000,3,1.5,2240,13288,1,2240,0,1953
0222029026,340000,2,0.75,1060,48292,1,560,500,1947
9485940290,464950,4,2.25,2350,36116,1,2350,0,1983
4136890280,320000,4,2.5,1940,7040,2,1940,0,1998
1775500050,440000,1,1,1160,64469,1,1160,0,2009
7611200086,686000,3,1.5,1840,9990,2,1840,0,1961
3376600010,555000,4,1.75,2260,11000,1,1620,640,1976
7519001990,361500,2,1,840,3860,1,840,0,1909
7613700950,1.24e+006,5,3,2830,7500,2,2460,370,1923
3802000020,154950,4,1,1600,10183,1,1600,0,1966
1796360470,247200,3,1.75,1370,8719,1,1370,0,1982
8732160050,250000,3,2.25,1960,7414,1,1490,470,1984
5249800345,590300,3,1.5,1470,7200,2,1470,0,1907
6071200545,541125,5,2.75,2740,8426,1,1370,1370,1960
0291300280,310000,2,2.5,1090,923,2,1090,0,2004
3261000080,704111,4,2.75,2460,9520,1,1680,780,1976
0321049127,277500,3,2.25,1820,19602,1,1820,0,1964
5379804393,325000,4,2.75,1960,8937,1,980,980,1954
1559900080,289200,3,2.25,1760,7023,2,1760,0,1995
7135300275,185000,1,1,720,5000,1,720,0,1908
1377300005,1.445e+006,4,3.5,3470,8580,2,2500,970,2007
6668900020,420550,4,2,1370,8100,1,1370,0,1947
0326049024,603000,4,2.25,2370,11310,1,1550,820,1968
7942600006,345000,3,1,1390,2640,1.5,1230,160,1903
6430500233,650000,3,2,1840,3075,1,920,920,1928
7701800050,589950,5,3,2790,19439,1,1500,1290,1973
8165501640,309950,2,2.25,1460,1607,2,1460,0,2007
2623069069,775000,3,2.5,2620,241200,1.5,2620,0,1998
8024201870,590000,4,1.5,2230,5109,1.5,1330,900,1918
9126101511,863500,4,3,3250,2760,2.5,2420,830,1905
1377800010,517500,3,1,1190,7000,1,1190,0,1943
6813600380,700000,3,3,2090,7440,1.5,1290,800,1922
0923000280,699000,3,2.5,2580,8154,1,2090,490,1956
0255550190,350000,3,2.5,2100,3574,2,1690,410,2005
1829300130,795000,4,2.5,3160,16564,2,3160,0,1987
3645500050,543000,3,2.5,2090,7640,1,1360,730,1962
1518000080,325000,3,2.5,1570,3143,2,1570,0,2001
7883605915,337500,3,1,1020,6000,1.5,1020,0,1900
1112700170,425000,2,1,1300,11080,1,1300,0,1955
8965500020,780000,3,2.5,2110,9773,1,2110,0,1986
0323059167,259000,2,1,1210,17389,1,1210,0,1948
1951700480,524400,4,1.75,1990,12950,1,1850,140,1968
2005950050,260000,3,2,1630,8018,1,1630,0,2003
9406500480,273000,2,2,1384,1822,2,1384,0,1990
3522049063,639900,4,2.5,3380,75794,2,3380,0,1997
2085700050,420000,4,2.5,2480,8626,2,2480,0,2001
6751300130,510500,3,1,1270,8000,1,1270,0,1957
2610100020,290000,4,1,1010,7200,1.5,1010,0,1947
9476200680,226000,3,1.75,1490,6269,1,990,500,1944
6145600285,300000,2,1,820,3844,1,820,0,1916
0203900460,407450,3,2,1810,10860,1,1810,0,1967
7878400022,390000,4,2.25,3060,7920,1,1530,1530,1965
3585900460,1.0588e+006,6,2.75,2980,20000,1,2130,850,1965
1321720170,610000,3,2.5,3440,18167,2,3440,0,1991
0236400130,239975,3,2.5,1820,7242,1,1220,600,1959
4141680190,375000,3,2.5,2320,5760,1,1480,840,1987
3629980440,742500,4,2.5,2620,4400,2,2620,0,2004
1223039173,450000,4,1.75,2190,11625,1,2020,170,1956
2473000130,300000,3,2.25,1780,10395,1,1780,0,1967
2893000280,216600,3,1.75,2200,7700,1,1240,960,1975
7977201845,525000,3,1.75,1600,6120,1.5,1600,0,1924
4197400005,455000,4,2.25,2450,21000,1,1650,800,1954
5561200980,390000,4,2.25,2680,35218,2,2680,0,1986
3039000020,450000,3,1.75,1850,8667,1,880,970,1982
6840701100,382000,4,1,1740,4400,1.5,1740,0,1924
2130410050,287000,3,2.25,1490,9600,1,1170,320,1987
1924079091,460000,4,2,1960,190357,1,1960,0,1971
3570300080,435000,3,2.25,1380,3015,2,1380,0,2009
2321300351,575000,2,1,1510,4032,1.5,1310,200,1935
2652501630,626700,3,1.5,1410,3600,1,1410,0,1906
3810000020,352000,4,1.5,1440,8680,1.5,1440,0,1922
8084400010,650000,3,1,920,6750,1,920,0,1951
0304000380,197000,3,1,1090,17630,1,1090,0,1962
1873400020,340000,8,2.75,2790,6695,1,1470,1320,1977
4359700080,560000,3,2,1840,14985,1,1840,0,1968
1727500010,354000,3,1.75,1340,6300,1,1340,0,1972
8651610680,670000,4,2.5,2570,9086,2,2570,0,1999
3629970190,769000,4,3.5,3010,6202,2,3010,0,2005
9136102057,650000,4,2.5,2160,3139,1,1080,1080,1940
1266200130,650000,3,1.75,2140,9484,1,1290,850,1953
2787310130,289950,4,1.75,2090,7416,1,1050,1040,1970
8645511350,300000,3,1.75,1810,21138,1,1240,570,1977
9284801435,471000,4,1.75,1760,5750,1,1070,690,1962
3905010010,639000,4,2.5,2500,8540,2,2500,0,1990
4058801310,287000,2,1,930,6900,1,930,0,1952
6705850020,740000,4,2.5,3030,8335,2,3030,0,1992
1623800440,499922,3,2,1460,3000,1,940,520,1990
3904902500,675000,4,2.5,2940,14071,2,2940,0,1986
7308600050,738515,5,2.75,3360,9200,2,3360,0,2014
5679501310,445000,3,1.75,2110,4800,1,1210,900,1956
3935900005,1.039e+006,4,2.25,2740,11343,1,1980,760,1953
3726800285,346000,2,1,1070,2196,1,880,190,1917
1183000005,450000,3,2,1680,4886,2,1180,500,1940
5469502780,350000,4,2.5,2260,13755,1,2260,0,1975
9185700440,2.4e+006,4,3.5,5860,7200,2,3690,2170,1907
0629600130,594950,4,2.25,2380,35008,1,2380,0,1977
9178601660,1.695e+006,5,3,3320,5354,2,3320,0,2004
2191600780,219000,2,1,1050,9000,1.5,1050,0,1984
7852180430,450000,4,2.5,2070,3982,2,2070,0,2004
8155820080,402000,4,2.25,1790,7311,2,1790,0,1992
5248800440,275000,2,1,840,4000,1,840,0,1942
9818700430,421500,3,1.5,990,4500,1,990,0,1948
0425079099,560000,3,3,4120,60392,2,3180,940,1994
5127000670,314000,3,1.75,1620,9600,1,1620,0,1966
6341000221,287000,4,2,1340,8190,1,1340,0,1942
7231501665,277000,4,1,1500,5750,1.5,1500,0,1925
5014000225,337500,2,1,1300,6731,1,1300,0,1950
4401200130,792000,4,2.75,3100,10245,2,3100,0,1999
1558500050,435000,3,2.5,3380,7074,2,2200,1180,1999
8899000050,313100,4,2.5,2660,9030,1,1450,1210,1977
2877102846,575000,3,2.25,1700,3333,1.5,1100,600,1924
7280300080,510000,4,2.5,1840,7800,1,1240,600,1972
3624039073,299950,2,1,890,5200,1,890,0,1941
3271300345,1.028e+006,3,3,2800,5800,1,1580,1220,1953
6190701483,364000,4,1.75,2010,8625,1,1340,670,1957
0414100630,335000,3,1,1380,7470,1,1380,0,1965
7686202275,219950,3,1,1210,8000,1,1210,0,1954
5113260170,215000,3,2,1280,6994,1,1280,0,1991
2421059090,640000,4,2.5,4090,215186,2,3670,420,1979
2770601734,535000,3,1,1580,6300,1,1180,400,1925
4222310290,253000,4,2,1910,7826,1,1140,770,1973
5016001060,650000,2,2.5,1740,2500,2,1210,530,1994
5445300050,672000,3,2.25,1130,4445,1.5,1130,0,1930
7370600020,606000,3,1.75,1970,8540,1,1130,840,1950
5127000470,292000,3,2.25,1780,9720,1,1280,500,1981
1330250010,289950,3,2,1670,7757,1,1670,0,1992
1898600050,257500,4,1.5,1360,9323,1,1360,0,1968
9561100010,380000,3,2.5,1840,6985,1,1290,550,1971
9524100050,360000,3,1.75,1255,1113,3,1255,0,2010
2212200500,269500,3,1.75,1840,7412,1,1240,600,1976
5416500680,449000,4,2.5,2960,6031,2,2960,0,2005
6412600005,375000,4,1.5,1430,7232,1.5,1430,0,1948
2024069008,2.2e+006,5,4.75,5990,10450,2,4050,1940,2002
2195700050,810000,4,2.5,3480,59242,2,3480,0,1988
1437580480,994000,5,3.25,4260,7861,2,4260,0,2005
2796100680,275000,5,2.25,1820,10500,1,1080,740,1979
7203102140,300000,2,1,1290,2482,2,1290,0,2008
0040000235,380000,5,2.5,2130,8428,2,2130,0,2013
2946000285,200000,3,2,1170,10051,1,1170,0,1957
6848200221,635000,3,3.5,1730,1349,3,1350,380,2009
0952004725,280000,2,1,880,5750,1,880,0,1939
7852110050,574000,3,2.5,2380,6832,2,2380,0,2002
5536100010,1.05e+006,4,1,1330,9729,1,1330,0,1952
5703000050,545000,3,2.25,1780,191228,2,1780,0,1988
6071800480,271950,3,1.5,1220,8400,1,1220,0,1962
1954600050,630000,5,1.75,2490,24969,1,1540,950,1959
3819800280,400000,2,1,1180,10800,1,1180,0,1984
7300400170,334000,4,2.5,2310,6200,2,2310,0,1998
9834201100,332500,4,2,1440,4855,2,1440,0,1972
8850000509,525000,2,1.5,1620,1444,2,1080,540,2007
4123840470,408000,3,2.5,2620,8403,2,2620,0,1991
1150900080,846450,4,2.5,3710,7491,2,3710,0,2003
0514500235,411100,3,1.5,1040,10323,1,1040,0,1958
1522059120,409124,5,3.25,3320,11340,2,2480,840,1999
2895600680,335950,2,1.5,800,5192,1,800,0,1951
8087800480,480000,5,2.5,2040,9597,1,1240,800,1963
7931000066,280000,2,1.75,1960,30144,1,980,980,1957
5406500480,668000,4,2.5,2670,4410,2,2670,0,1999
2540820010,750000,4,2.5,2930,8641,2,2930,0,2010
3300700470,394475,2,1,830,4000,1,830,0,1955
8823902005,848000,5,1.75,2290,4320,2,1980,310,1928
6003001760,675000,3,1.5,2510,3600,2.5,2510,0,1907
1432400095,175000,3,1,1280,7572,1,1280,0,1958
2483700095,560000,4,1.5,1810,6000,1,1350,460,1952
6600220380,538888,5,2.75,2080,13189,2,2080,0,1987
3990200020,359000,4,1.75,1680,9244,2,1680,0,1991
0112900020,300000,3,2.25,1660,5128,2,1660,0,2001
8700110020,273000,3,2.5,1650,5994,2,1650,0,1989
9831200221,670000,3,2.5,1420,1438,2,1280,140,2003
8078400010,530000,4,2.25,2240,8376,1,1740,500,1984
9550200225,625000,3,1.5,1230,3060,1,910,320,1927
2946001950,248000,3,1,1260,6000,1,1260,0,1954
3905050280,533000,3,2.5,2060,4812,2,2060,0,1990
3026059341,549950,4,3.5,3090,10510,1,2190,900,1991
7292700005,485000,4,1.75,3220,7392,1,2010,1210,1959
8856970440,353500,3,2.5,2020,4845,2,2020,0,2001
7504001440,435000,2,1.75,1910,12142,1,1910,0,1976
8068000305,241000,3,1,1150,10000,1,1000,150,1951
1681400010,885000,4,2.75,2730,3560,1.5,1550,1180,1921
6850700670,799200,6,3,2890,2370,2.5,2290,600,1906
1546600020,760000,3,2.5,2280,12746,1,1490,790,1973
8071000050,270000,2,1,1040,5700,1,1040,0,1922
1036000280,675000,4,1.75,2440,7475,1,2040,400,1969
5422560380,499000,3,2.5,1720,5940,1,1000,720,1977
1762600280,1.2025e+006,3,2.5,3430,28718,1.5,3430,0,1984
5416500840,320000,4,2.5,2570,4865,2,2570,0,2005
3523069008,890000,4,3.25,4360,210254,1,2320,2040,2000
8001210170,275000,4,2.75,2060,7350,1,1210,850,1978
6806300920,490000,4,2.5,3020,8302,2,3020,0,1994
9826701665,550000,3,2.5,2340,4200,1.5,1540,800,1906
2253200010,390000,5,2,2400,9537,1,1210,1190,1959
1941400080,277000,3,2.25,1610,11920,1,1110,500,1968
3317010130,236000,3,1.75,1090,7647,1,1090,0,1994
1721059230,265953,3,1.75,1470,13068,1,1470,0,1975
9328500630,545000,3,2.25,1670,6240,1,1240,430,1974
6301800020,535000,3,2.5,1850,10109,2,1850,0,1991
7855000460,1.45e+006,3,2.75,3940,9671,1,2140,1800,1967
9320350020,490000,4,3,2330,3497,2,1920,410,2003
7849201061,319950,4,2.5,2020,7200,1.5,2020,0,1954
3885805640,625000,3,1.5,1300,7200,1,1300,0,1960
8960200630,248000,3,1,1180,6947,1,1180,0,1968
